0.41612	0.1463	0.72009	0.57353	0.56941	0.55866	0.65232	0.9725	0.15944	0.2927	0.7757	0.85824	0.66488	0.02415	0.3821	0.75518	0.23764	0.9689	0.08738	0.35892	0.26559	0.57189	0.48214	0.25247	0.50503	0.885	0.67339	0.9824	0.3783	0.18186	0.7361	0.04656	0.95462	0.57785	0.9132	0.77102	0.62004	0.11194	0.69212	0.83321	0.53556	0.36864	0.08739	0.81935	0.00054	0.2471	0.29207	0.90931	0.19576	0.44341	0.55819	0.23039	0.20914	0.54417	0.72874	0.60025	0.72062	0.27647	0.48567	0.33447	0.59358	0.2297	0.45132	0.2492	0.30258	0.00056	0.29489	0.33601	0.56738	0.69084	0.60422	0.53396	0.23007	0.41454	0.75727	0.06012	0.20529	0.92642	0.06044	0.65049	0.95229	0.10632	0.53178	0.44385	0.62856	0.29435	0.44733	0.21211	0.77116	0.56101	0.88946	0.79772	0.89193	0.22771	0.32814	0.88515	0.7739	0.77029	0.18652	0.47888
0.3896	0.49179	0.66084	0.49333	0.55118	0.29251	0.86926	0.54183	0.27926	0.34598	0.3245	0.46099	0.62868	0.61898	0.51531	0.49703	0.76515	0.76746	0.62666	0.681	0.66473	0.56753	0.23069	0.45196	0.75563	0.84118	0.8852	0.64484	0.41423	0.90308	0.49995	0.76111	0.10166	0.40807	0.86535	0.2827	0.50541	0.86719	0.41914	0.45733	0.70697	0.61045	0.25649	0.5869	0.40785	0.78756	0.27208	0.81125	0.45709	0.96474	0.41665	0.35452	0.47121	0.28391	0.00856	0.9608	0.6508	0.14509	0.64655	0.05295	0.63761	0.98645	0.61916	0.71287	0.53701	0.63705	0.74679	0.64654	0.77142	0.93462	0.92038	0.78316	0.1068	0.08576	0.42074	0.01611	0.65295	0.29252	0.86508	0.61537	0.37092	0.00052	0.69092	0.23771	0.00027	0.58421	0.69445	0.55899	0.03036	0.1973	0.65224	0.38211	0.03804	0.79908	0.40809	0.47804	0.21382	0.88578	0.6736	0.77918
0.11569	0.2526	0.6741	0.53519	0.05083	0.46034	0.71896	0.86305	0.00077	0.06216	0.02807	0.14257	0.97857	0.55548	0.08357	0.5292	0.11995	0.25238	0.20531	0.38568	0.40394	0.59472	0.07151	0.0318	0.36433	0.88521	0.88504	0.22113	0.72305	0.7286	0.46796	0.95446	0.55388	0.92264	0.97085	0.74078	0.12372	0.65012	0.84718	0.57733	0.27011	0.64647	0.17746	0.4372	0.76173	0.94671	0.59077	0.95828	0.73852	0.88573	0.62894	0.83299	0.0146	0.31923	0.04005	0.65057	0.58847	0.16501	0.1471	0.88318	0.38107	0.13981	0.85886	0.16137	0.07486	0.44264	0.56552	0.82305	0.26816	0.02404	0.97878	0.35261	0.49695	0.76377	0.68688	0.84781	0.63655	0.77184	0.53761	0.50078	0.79925	0.00077	0.36398	0.50507	0.48722	0.34279	0.08224	0.00002	0.97867	0.46552	0.34626	0.22941	0.84311	0.23363	0.7755	0.42518	0.25859	0.64638	0.40706	0.52735
0.83287	0.5581	0.88946	0.45789	0.1811	0.35044	0.95892	0.45768	0.74384	0.58408	0.02608	0.69037	0.98675	0.37294	0.43986	0.75752	0.88354	0.40624	0.03824	0.61169	0.66478	0.4214	0.64678	0.73586	0.6406	0.61954	0.00057	0.23324	0.35057	0.64497	0.58893	0.74847	0.95412	0.50384	0.72675	0.26048	0.41479	0.53342	0.8416	0.62251	0.53181	0.05447	0.8212	0.25401	0.01818	0.85953	0.45385	0.1916	0.58471	0.33222	0.20896	0.00048	0.45707	0.4872	0.22712	0.43908	0.07838	0.46592	0.63296	0.84357	0.85886	0.25248	0.00087	0.4089	0.45343	0.53162	0.08078	0.00981	0.03211	0.05862	0.98446	0.23749	0.28362	0.43136	0.68155	0.67489	0.44518	0.15193	0.68208	0.72631	0.2157	0.602	0.79664	0.05828	0.74364	0.52986	0.5848	0.88524	0.67241	0.11394	0.50573	0.61689	0.5152	0.54171	0.04845	0.41665	0.83157	0.88546	0.42549	0.65523
0.4966	0.67362	0.41649	0.68627	0.2744	0.17757	0.1876	0.22984	0.46049	0.70875	0.37059	0.15096	0.29007	0.02876	0.88591	0.70636	0.52538	0.63438	0.52558	0.88523	0.76183	0.25238	0.34113	0.54947	0.01258	0.59383	0.19588	0.42505	0.19731	0.93826	0.92099	0.0221	0.02481	0.23908	0.72212	0.16353	0.90515	0.77737	0.41666	0.47119	0.60037	0.60861	0.63808	0.45944	0.00087	0.92618	0.4457	0.44536	0.06861	0.52594	0.08444	0.16818	0.26455	0.25201	0.3184	0.90383	0.53717	0.50936	0.05276	0.28055	0.63313	0.78307	0.18125	0.94072	0.79147	0.63768	0.59838	0.09763	0.7149	0.76949	0.50716	0.04487	0.35457	0.81164	0.39454	0.13751	0.13189	0.47576	0.40095	0.54407	0.42749	0.53179	0.88547	0.86337	0.19597	0.85715	0.74043	0.38941	0.09304	0.42925	0.19193	0.35616	0.81356	0.54768	0.5474	0.00053	0.31631	0.77017	0.88502	0.82758
0.53175	0.81446	0.0748	0.90589	0.62462	0.53176	0.22331	0.49723	0.67744	0.80518	0.69817	0.76187	0.29075	0.98618	0.00669	0.44335	0.18735	0.76782	0.6566	0.88591	0.85427	0.6607	0.67775	0.78352	0.56551	0.55808	0.21286	0.12758	0.13945	0.19352	0.6408	0.04491	0.60672	0.96643	0.69687	0.52965	0.18524	0.4893	0.40846	0.8093	0.41648	0.38615	0.75766	0.22772	0.00016	0.70007	0.43949	0.43792	0.45119	0.85544	0.42009	0.14234	0.36099	0.56284	0.485	0.86761	0.35035	0.5075	0.43502	0.06262	0.61198	0.16345	0.17787	0.67231	0.706	0.82324	0.11587	0.10662	0.55738	0.48777	0.65068	0.04891	0.36385	0.53717	0.27947	0.70878	0.64891	0.18906	0.02821	0.54456	0.37493	0.59337	0.88583	0.42569	0.00092	0.8895	0.35899	0.76175	0.48735	0.8151	0.93089	0.10565	0.12541	0.45345	0.34083	0.69926	0.21555	0.69092	0.88592	0.78842
0.50421	0.70479	0.27877	0.13354	0.6708	0.42947	0.94439	0.57108	0.54952	0.70877	0.7598	0.50454	0.6983	0.41406	0.79149	0.87305	0.92825	0.50365	0.46586	0.88504	0.79291	0.95068	0.51869	0.63757	0.59623	0.6111	0.82327	0.49568	0.15376	0.96007	0.35482	0.49137	0.45537	0.23309	0.00495	0.14597	0.02453	0.3125	0.72293	0.44994	0.95849	0.84518	0.3325	0.68038	0.00047	0.1453	0.30408	0.36857	0.61073	0.14997	0.3415	0.1773	0.97686	0.4295	0.45992	0.6122	0.14388	0.50362	0.74488	0.29241	0.64264	0.66063	0.50043	0.01862	0.56578	0.69997	0.98887	0.41216	0.76508	0.125	0.2157	0.97867	0.35448	0.28859	0.30551	0.03445	0.09367	0.52104	0.26231	0.55857	0.55197	0.53139	0.88555	0.88772	0.00011	0.87779	0.71069	0.5662	0.25428	0.20974	0.8076	0.29212	0.92031	0.01625	0.47563	0.50455	0.15799	0.77928	0.88556	0.83256
0.4517	0.08077	0.35457	0.92437	0.41689	0.35867	0.0465	0.47199	0.19535	0.15983	0.43733	0.88577	0.33416	0.81358	0.66224	0.36873	0.20392	0.92679	0.44334	0.29634	0.21259	0.58127	0.4429	0.27445	0.08011	0.88536	0.10668	0.08901	0.49829	0.96806	0.18197	0.48134	0.40292	0.07002	0.46553	0.09946	0.44178	0.70415	0.73831	0.94039	0.57359	0.65415	0.04629	0.62431	0.12463	0.06609	0.31484	0.31204	0.57383	0.58356	0.42526	0.27406	0.62676	0.51337	0.95051	0.14932	0.84375	0.811	0.78173	0.23323	0.56676	0.98409	0.19055	0.57901	0.77996	0.00052	0.64063	0.11576	0.11576	0.37609	0.9093	0.24569	0.14209	0.26886	0.87245	0.22184	0.40425	0.4913	0.71421	0.66825	0.05815	0.00047	0.4258	0.64285	0.85829	0.78737	0.44578	0.38937	0.46928	0.85945	0.86797	0.62078	0.45522	0.68897	0.18981	0.57574	0.86104	0.68117	0.16815	0.4251
0.88563	0.434	0.54772	0.68644	0.48514	0.606	0.94839	0.29228	0.27971	0.78871	0.35616	0.51373	0.9248	0.32632	0.92619	0.74866	0.7061	0.30089	0.88371	0.73543	0.48274	0.69422	0.53586	0.39493	0.03438	0.48733	0.54944	0.33403	0.252	0.21184	0.43394	0.42541	0.47991	0.97857	0.80546	0.94252	0.08258	0.73667	0.02433	0.13374	0.5035	0.93242	0.1218	0.82575	0.00035	0.66273	0.71663	0.58812	0.72233	0.28634	0.50927	0.29291	0.24139	0.50042	0.15374	0.84936	0.97068	0.70469	0.2626	0.5337	0.79653	0.47576	0.42056	0.07096	0.68407	0.08024	0.60884	0.27413	0.91897	0.95406	0.16785	0.07278	0.48781	0.4971	0.50478	0.47396	0.45572	0.07013	0.84146	0.68674	0.39219	0.55874	0.88528	0.35664	0.52243	0.86546	0.47579	0.00068	0.04283	0.2765	0.66662	0.28247	0.17745	0.55173	0.38061	0.72696	0.15117	0.70863	0.58469	0.64608
0.28329	0.74381	0.66465	0.93014	0.4599	0.30193	0.32209	0.41267	0.61114	0.67303	0.02601	0.84176	0.66401	0.06684	0.06891	0.32604	0.81105	0.29208	0.57187	0.71715	0.83676	0.49945	0.58873	0.77994	0.68884	0.80517	0.80547	0.39435	0.35664	0.41706	0.8134	0.70213	0.26	0.37017	0.84738	0.05064	0.02863	0.91834	0.53512	0.17313	0.16924	0.82179	0.47183	0.89384	0.31078	0.93263	0.63223	0.02089	0.81745	0.55346	0.41236	0.22161	0.04614	0.4203	0.61473	0.91797	0.16533	0.45971	0.69067	0.52736	0.5846	0.44794	0.5131	0.28857	0.98638	0.8143	0.34445	0.55807	0.37885	0.28001	0.02835	0.17716	0.00049	0.05826	0.40331	0.76316	0.23539	0.80959	0.00408	0.54446	0.35208	0.33648	0.85803	0.99083	0.0007	0.2356	0.61677	0.88506	0.63299	0.97244	0.27215	0.41028	0.91755	0.25854	0.68881	0.60261	0.0488	0.88532	0.57583	0.7309
